id;numero;data_ajuizamento;id_classe;id_assunto;ano_eleicao
405277337, "00002089720176070999", 2017-07-07 18:54:25.000, {12559}, {11778}, 0
405277338, "06000067720216070014", 2021-02-19 18:19:22.000, {12552}, {11778}, 0
405277339, "06000959120216070017", 2021-10-06 16:13:42.000, {12560}, {11778}, 0
405277343, "00000225120196070014", 2019-03-14 19:17:15.000, {11528}, {11778}, 0
405277348, "06000182820206070014", 2020-08-13 15:16:43.000, {12552}, {11778}, 0
405277351, "00002435720176070999", 2017-07-17 11:26:16.000, {12549}, {11778}, 0
405277357, "00000059720196070019", 2019-02-01 15:34:43.000, {12559}, {11778}, 0
405277374, "06001143220206070050", 2020-06-16 00:00:00.000, {12553}, {11778}, 0
405277381, "00000768820176070013", 2017-07-06 13:52:56.000, {12549}, {11778}, 0
405277383, "06000828020206070000", 2020-07-07 00:00:00.000, {12377}, {11778}, 0
405277386, "06000563320216070005", 2021-08-04 16:25:11.000, {12560}, {11778}, 0
405277387, "06000570620216070009", 2021-10-05 00:00:00.000, {12560}, {11778}, 0
405277388, "00000024820196070018", 2019-01-10 18:03:02.000, {12553}, {11778}, 0
405277389, "00000825520176070091", 2017-08-16 17:48:42.000, {12559}, {11778}, 0
405277390, "00002208520186070091", 2018-12-03 19:00:14.000, {12553}, {11778}, 0
405277393, "00001054120176070013", 2017-09-15 13:24:02.000, {12549}, {11778}, 0
405277394, "06002513020216070001", 2021-12-03 15:33:45.000, {261}, {11778}, 0
405277396, "00000518220156070001", 2015-06-02 12:12:10.000, {11541}, {11778}, 0
405277399, "06000865320216070010", 2021-10-06 11:57:11.000, {12560}, {11778}, 0
405277400, "06000554420206070050", 2020-06-01 19:59:16.000, "{12562,279}", {11778}, 0
405277406, "00000971620176070999", 2017-05-17 18:58:13.000, {12559}, {11778}, 0
405277407, "06000113320206070015", 2020-07-08 00:00:00.000, {355}, {11778}, 0
405277412, "06000961120206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277413, "06000606620206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277414, "00000013120176070019", 2017-01-11 15:56:08.000, {1304}, {11778}, 0
405277415, "06000736620216070006", 2021-09-17 00:00:00.000, {12553}, {11778}, 0
405277420, "00001093820176070091", 2017-08-18 13:45:34.000, {12559}, {11778}, 0
405277422, "06000317620196070009", 2019-12-18 14:24:26.000, {241}, {11778}, 0
405277425, "00000353920176070008", 2017-05-16 00:00:00.000, {12549}, {11778}, 0
405277428, "06000853520216070021", 2021-09-14 00:00:00.000, {12560}, {11778}, 0
405277432, "06001182220206070001", 2020-10-06 12:25:07.000, {261}, {11778}, 0
405277437, "00000589120176070005", 2017-09-20 15:05:23.000, {12549}, {11778}, 0
405277441, "00000137120196070020", 2019-06-13 16:21:32.000, {11528}, {11778}, 0
405277442, "00001474220176070999", 2017-05-26 19:09:24.000, {12559}, {11778}, 0
405277449, "00000463220176070020", 2017-06-13 18:04:25.000, {12549}, {11778}, 0
405277452, "06000142120206070004", 2020-03-31 21:39:15.000, {355}, {11778}, 0
405277454, "00000753020176070005", 2017-11-16 13:38:28.000, {11541}, {11778}, 0
405277457, "06000315420206070005", 2020-11-15 00:00:00.000, {12559}, {11778}, 0
405277458, "00000169520156070010", 2015-06-10 11:01:33.000, {11541}, {11778}, 0
405277466, "00000592020196070001", 2019-05-10 17:05:07.000, {12549}, {11778}, 0
405277470, "06000884720216070002", 2021-09-14 15:04:51.000, {12560}, {11778}, 0
405277475, "06000277820206070017", 2020-09-25 00:00:00.000, {241}, {11778}, 0
405277478, "06002244720216070001", 2021-11-04 16:21:09.000, {310}, {3655}, 2014
405277484, "00000061820196070008", 2019-01-24 00:00:00.000, {12549}, {11778}, 0
405277497, "06002017520196070000", 2020-04-20 00:00:00.000, {1307}, {11778}, 0
405277501, "06000325820196070010", 2019-12-19 00:00:00.000, {11541}, {11778}, 2018
405277509, "00000111320196070017", 2019-04-10 15:18:01.000, {12549}, {11778}, 0
405277513, "00000025120196070017", 2019-01-21 15:28:08.000, {12549}, {11778}, 0
405277520, "06000845020206070000", 2020-07-08 00:00:00.000, {12377}, {11778}, 0
405277521, "00000821320176070008", 2017-09-05 00:00:00.000, {12549}, {11778}, 0
405277522, "06000020720206070004", 2020-01-07 14:59:45.000, {355}, {11778}, 0
405277529, "00001177820186070091", 2018-05-28 21:33:28.000, {12553}, {11778}, 0
405277536, "06000418320206070010", 2020-01-29 00:00:00.000, {12559}, {11778}, 2016
405277541, "00000071020186070017", 2019-05-23 00:00:00.000, {11528}, {11778}, 0
405277543, "06000047120206070005", 2020-01-20 00:00:00.000, {12554}, {11778}, 0
405277546, "06000569120216070018", 2021-10-06 00:00:00.000, {12560}, {11778}, 0
405277547, "00000396620196070021", 2019-08-06 17:18:30.000, {12553}, {11778}, 0
405277549, "06001578520216070000", 2021-09-17 00:00:00.000, "{279,1727}", {11778}, 2002
405277555, "00000037320176070092", 2017-08-09 14:10:45.000, {12559}, {11778}, 0
405277557, "06001195420206070050", 2020-06-16 00:00:00.000, {12553}, {11778}, 0
405277559, "06000039520206070002", 2020-01-24 00:00:00.000, {12554}, {11778}, 0
405277567, "06001065520206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277568, "06000072620206070005", 2020-02-11 00:00:00.000, {12559}, {11778}, 0
405277569, "06000347520216070004", 2021-01-28 00:00:00.000, {12553}, {11778}, 0
405277571, "06000753520206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277575, "06000079320206070015", 2020-03-17 17:58:29.000, {355}, {11778}, 2014
405277579, "06000045920206070009", 2020-01-14 14:51:22.000, {241}, {11778}, 0
405277582, "06000639520216070014", 2021-11-22 00:00:00.000, {12553}, {11778}, 0
405277585, "06000132420206070008", 2020-09-17 13:58:18.000, {279}, {11778}, 0
405277587, "06000528920206070050", 2020-05-07 00:00:00.000, {12553}, {11778}, 0
405277590, "00000149020186070020", 2018-06-15 15:32:26.000, {12549}, {11778}, 0
405277592, "06000767420196070011", 2019-11-14 13:06:03.000, {241}, {11778}, 0
405277596, "00000092220186070003", 2018-03-06 00:00:00.000, {12559}, {11778}, 0
405277597, "00000015520176070011", 2017-01-25 15:07:08.000, {261}, {11778}, 0
405277600, "06001226220206070000", 2021-08-22 00:00:00.000, {1307}, {11778}, 0
405277601, "00000516220186070006", 2018-07-05 18:51:20.000, {241}, {11778}, 0
405277604, "06002009020196070000", 2020-04-20 14:58:08.000, {1307}, {11778}, 0
405277605, "00000162920196070019", 2019-05-14 17:58:49.000, {12549}, {11778}, 0
405277606, "00002063020176070999", 2017-07-07 15:05:05.000, {12553}, {11778}, 0
405277610, "00000078520196070013", 2019-03-20 14:10:02.000, {12549}, {11778}, 0
405277611, "06000638320216070018", 2021-11-16 00:00:00.000, {12553}, {11778}, 0
405277612, "00000720320176070999", 2017-04-21 18:09:56.000, {12559}, {11778}, 0
405277613, "06000065720196070011", 2019-09-18 17:55:16.000, {241}, {11778}, 0
405277614, "00000046320156070016", 2015-03-04 11:26:28.000, {355}, {11778}, 0
405277617, "06000014020216070019", 2021-03-24 00:47:26.000, {12560}, {11778}, 0
405277621, "00001290820176070001", 2017-11-03 14:00:20.000, {261}, {11778}, 0
405277623, "06000120320206070020", 2020-08-25 00:00:00.000, {1304}, {11778}, 0
405277624, "00000402820176070019", 2017-06-12 18:07:36.000, {12549}, {11778}, 0
405277625, "06000729620216070001", 2021-03-23 00:00:00.000, {12560}, {11778}, 0
405277626, "06002253220216070001", 2021-11-04 16:50:05.000, {310}, {3655}, 2014
405277628, "06000892620216070004", 2021-09-16 15:58:23.000, {12552}, {11778}, 0
405277632, "00001093020176070999", 2017-05-19 17:33:21.000, {12559}, {11778}, 0
405277633, "00000418020176070999", 2017-03-22 18:59:26.000, {12559}, {11778}, 0
405277636, "06005795520216000000", 2021-11-29 00:00:00.000, {12552}, {11778}, 0
405277641, "06000156720206070016", 2020-09-12 16:02:43.000, {355}, {11778}, 0
405277642, "06000024720196070002", 2019-10-02 13:27:35.000, {241}, {11778}, 0
405277644, "06000542120216070019", 2021-11-12 17:44:45.000, {12553}, {11778}, 0
405277645, "06000264720206070000", 2020-03-04 00:00:00.000, {12553}, {11778}, 2020
405277646, "06000788720206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277648, "00000869220176070091", 2017-08-16 18:09:22.000, {12559}, {11778}, 0
405277649, "00000194920176070020", 2017-03-27 18:08:31.000, {12549}, {11778}, 0
405277652, "06000363820206070050", 2020-03-23 00:00:00.000, {12552}, {11778}, 0
405277655, "00000171820176070008", 2017-03-28 00:00:00.000, {12549}, {11778}, 0
405277656, "06001127820216070001", 2021-04-28 18:31:57.000, {355}, {11778}, 0
405277657, "06000432920206070018", 2020-04-30 11:28:41.000, {12554}, {11778}, 2020
405277660, "06001269620206070001", 2020-11-03 20:01:20.000, {261}, {11778}, 2020
405277661, "00000123520186070016", 2018-05-03 18:29:41.000, {12553}, {11778}, 0
405277662, "00000038220186070013", 2018-02-08 13:33:46.000, {12549}, {11778}, 0
405277667, "06000571420206070050", 2020-06-05 00:00:00.000, {12553}, {11778}, 0
405277668, "06000871720216070017", 2021-09-15 00:00:00.000, {12560}, {11778}, 0
405277669, "00000060320196070013", 2019-02-28 18:10:59.000, {12549}, {11778}, 0
405277670, "00000297120176070092", 2017-08-30 16:41:27.000, {12559}, {11778}, 0
405277672, "06000135220196070010", 2019-10-01 17:55:14.000, {355}, {11778}, 0
405277676, "00000045520186070017", 2020-09-01 00:00:00.000, {355}, {11778}, 0
405277677, "06000966420206070000", 2020-07-06 00:00:00.000, {12377}, {11778}, 0
405277678, "06000632120206070050", 2020-06-07 14:39:30.000, {12553}, {11778}, 0
405277680, "06000111520206070021", 2020-05-11 19:33:25.000, {12553}, {11778}, 0
405277682, "06001048520206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277686, "06000243520206070014", 2020-12-07 20:53:01.000, {1304}, {11778}, 0
405277687, "06000546920216070003", 2021-09-14 15:43:01.000, {12560}, {11778}, 0
405277688, "06000236520206070009", 2020-01-31 14:08:34.000, {241}, {11778}, 0
405277691, "00000253620196070004", 2019-08-19 17:44:27.000, {12549}, {11778}, 0
405277692, "06003543520216000000", 2021-09-17 00:00:00.000, {12552}, {11778}, 0
405277697, "00000054320176070092", 2017-08-09 16:30:34.000, {12559}, {11778}, 0
405277699, "06001450520206070001", 2020-12-02 10:30:39.000, {261}, {11778}, 0
405277701, "06000861720206070001", 2020-07-02 00:00:00.000, {272}, {11778}, 0
405277704, "06000235820216070000", 2021-02-18 00:00:00.000, {12553}, {11778}, 2020
405277707, "06000012220206070004", 2020-01-07 00:00:00.000, {241}, {11778}, 0
405277709, "06000264420206070001", 2020-05-15 14:53:48.000, {261}, {11778}, 2018
405277710, "06000805720206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277713, "06000686620206070010", 2020-12-15 10:28:45.000, {355}, {11778}, 0
405277718, "00000011120196070003", 2019-01-24 14:04:46.000, {12549}, {11778}, 0
405277722, "06000026320206070050", 2020-01-21 00:00:00.000, {12553}, {11778}, 0
405277727, "00000804320176070008", 2017-08-30 00:00:00.000, {12549}, {11778}, 0
405277730, "06000018620206070015", 2020-01-30 00:00:00.000, {12559}, {11778}, 0
405277732, "06001234720206070000", 2021-08-22 21:49:22.000, {1307}, {11778}, 0
405277733, "06000772120216070001", 2021-04-14 19:03:11.000, {355}, {11778}, 0
405277735, "06001217420206070001", 2020-10-17 18:34:48.000, {261}, {11778}, 2020
405277737, "06000030420206070000", 2020-01-24 17:14:18.000, {12553}, {11778}, 2018
405277739, "06000083620196070008", 2019-09-30 16:01:52.000, {279}, {11778}, 2018
405277740, "06000870220206070001", 2020-07-10 19:07:33.000, {355}, {11778}, 0
405277750, "00000029720186070013", 2018-02-02 18:17:35.000, {12549}, {11778}, 0
405277753, "06000441420206070018", 2020-05-13 21:49:12.000, {12553}, {11778}, 0
405277757, "06001965320196070000", 2020-04-20 14:45:27.000, {1307}, {11778}, 0
405277758, "06000054220196070021", 2019-10-01 15:24:01.000, {11528}, {11778}, 0
405277759, "06000245020206070009", 2020-01-31 14:14:39.000, {241}, {11778}, 0
405277761, "06000061120206070015", 2020-02-18 00:00:00.000, {261}, {11778}, 0
405277762, "06001308320206070050", 2020-07-06 00:00:00.000, {12559}, {11778}, 0
405277766, "00000562420176070005", 2017-09-12 14:57:30.000, {12549}, {11778}, 0
405277768, "00000326620176070014", 2017-05-03 15:16:16.000, {12549}, {11778}, 0
405277770, "06001253520216070015", 2021-12-16 16:09:58.000, {12552}, {11778}, 0
405277771, "06000082320206070001", 2020-02-14 00:00:00.000, {12552}, {11778}, 0
405277776, "00000192720176070092", 2017-08-21 18:46:29.000, {12559}, {11778}, 0
405277780, "06000013420216070021", 2021-01-11 00:00:00.000, {241}, {11778}, 0
405277782, "06001526020216070001", 2021-06-30 17:36:46.000, {12552}, {11778}, 0
405277789, "06000128720216070013", 2021-04-13 20:08:02.000, {355}, {11778}, 0
405277791, "06000419420196070050", 2019-12-10 00:00:00.000, {12553}, {11778}, 0
405277793, "06003576320196070000", 2020-02-13 14:15:30.000, {279}, {11778}, 2018
405277796, "06000780920216070000", 2021-07-20 13:14:42.000, {12377}, {11778}, 2020
405277797, "06002010420216070001", 2021-10-22 12:08:57.000, {241}, {11778}, 2014
405277798, "06000380820206070050", 2020-03-28 00:00:00.000, {12553}, {11778}, 0
405277802, "06000078520206070050", 2020-02-07 00:00:00.000, {12553}, {11778}, 0
405277808, "00002452720176070999", 2017-07-17 16:10:56.000, {12559}, {11778}, 0
405277814, "06000667320206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277815, "00000614620176070005", 2017-10-09 15:14:41.000, {12549}, {11778}, 0
405277816, "00000097020196070008", 2019-02-15 00:00:00.000, {12549}, {11778}, 0
405277817, "00000245120196070004", 2019-07-17 14:39:13.000, {279}, {11778}, 0
405277819, "06000193120206070008", 2020-11-26 19:10:22.000, {355}, {11778}, 0
405277821, "06000496020206070010", 2020-02-20 14:40:36.000, {241}, {11778}, 0
405277824, "00001352820176070999", 2017-05-25 18:28:15.000, {12559}, {11778}, 0
405277830, "00000240420176070010", 2017-07-04 17:48:37.000, {12549}, {11778}, 0
405277836, "06000211120196070016", 2019-10-16 16:38:06.000, {355}, {11778}, 0
405277838, "06000027720206070013", 2020-01-17 00:00:00.000, {12552}, {11778}, 0
405277844, "06001537920206070001", 2020-12-16 00:00:00.000, {1727}, {11778}, 0
405277847, "00000259220176070008", 2017-05-08 00:00:00.000, {12549}, {11778}, 0
405277848, "00000686820176070092", 2017-10-18 18:23:58.000, {12559}, {11778}, 0
405277850, "06000394620216070021", 2021-03-24 00:00:00.000, {12560}, {11778}, 0
405277854, "00000777020176070014", 2017-08-29 17:10:21.000, {12549}, {11778}, 0
405277855, "00000573920176070092", 2017-10-18 18:02:37.000, {12559}, {11778}, 0
405277856, "06000194320206070004", 2020-10-22 00:00:00.000, {355}, {11778}, 0
405277857, "06000372320206070050", 2020-03-23 20:37:34.000, {12549}, {11778}, 0
405277859, "00000272320176070021", 2017-05-26 13:01:10.000, {12553}, {11778}, 0
405277860, "00001587920176070091", 2017-12-19 16:58:52.000, {12549}, {11778}, 0
405277861, "00000033020196070019", 2019-01-28 15:24:42.000, {12549}, {11778}, 0
405277865, "00001336620176070091", 2017-08-25 12:19:08.000, {12553}, {11778}, 0
405277867, "06000914220206070000", 2020-07-07 00:00:00.000, {12377}, {11778}, 0
405277868, "06000157020206070015", 2020-11-05 13:14:24.000, {355}, {11778}, 0
405277869, "06000488620196070050", 2019-12-19 00:00:00.000, {12553}, {11778}, 0
405277872, "06000866420206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277873, "06000759120216070020", 2021-07-07 14:28:48.000, {12553}, {11778}, 0
405277879, "06000420720216070019", 2021-07-24 00:00:00.000, {12377}, {11778}, 0
405277880, "06000013720216070020", 2021-01-15 00:00:00.000, {12553}, {11778}, 0
405277881, "06000807020216070002", 2021-08-06 15:12:34.000, {241}, {11778}, 0
405277885, "06000303120206070050", 2020-03-13 00:00:00.000, {12549}, {11778}, 0
405277886, "06000854520216070050", 2021-04-29 00:00:00.000, {12553}, {11778}, 0
405277888, "00000752920186070091", 2018-05-02 21:30:55.000, {12553}, {11778}, 0
405277890, "06000479020206070010", 2020-02-12 17:39:53.000, {241}, {11778}, 0
405277892, "06000474420216070014", 2021-06-30 00:00:00.000, {355}, {11778}, 0
405277894, "06000054120206070010", 2020-01-23 14:50:13.000, {241}, {11778}, 0
405277896, "00001370220156070018", 2015-06-12 15:23:11.000, {11541}, {11778}, 0
405277897, "00000675220186070091", 2018-04-25 22:45:40.000, {12553}, {11778}, 0
405277898, "06001151720206070050", 2020-06-16 00:00:00.000, {12553}, {11778}, 0
405277901, "06002322420216070001", 2021-11-05 18:21:47.000, {11955}, {3612}, 2014
405277905, "06002582020216000000", 2021-06-22 00:00:00.000, {12552}, {11778}, 0
405277906, "06000114520206070011", 2020-09-15 00:00:00.000, "{279,1727}", {11778}, 0
405277907, "00000727420186070091", 2018-04-27 19:06:43.000, {12553}, {11778}, 0
405277911, "00001867820176070016", 2017-08-29 13:48:53.000, {355}, {11778}, 0
405277912, "06000046220206070008", 2020-02-26 00:00:00.000, {1304}, {11778}, 0
405277917, "00000828520186070005", 2018-11-28 00:00:00.000, {12550}, {11778}, 2018
405277919, "00000238420156070011", 2015-05-18 16:49:33.000, {11541}, {11778}, 0
405277920, "06000605320196070001", 2019-11-18 17:42:26.000, {355}, {11778}, 0
405277925, "00000926520186070091", 2018-05-21 16:47:55.000, {12553}, {11778}, 0
405277929, "00000635220186070014", 2018-11-07 15:10:15.000, {12559}, {11778}, 0
405277930, "00000994920176070008", 2017-11-30 00:00:00.000, {12549}, {11778}, 0
405277932, "00001238520186070091", 2018-05-31 17:01:53.000, {12553}, {11778}, 0
405277933, "00000894720176070091", 2017-08-16 19:13:08.000, {12559}, {11778}, 0
405277934, "00000585420186070006", 2018-07-25 16:24:07.000, {355}, {11778}, 0
405277939, "06000139620216070005", 2021-04-14 19:42:41.000, {355}, {11778}, 0
405277942, "00002225520186070091", 2018-12-10 13:40:36.000, {12553}, {11778}, 0
405277943, "00000387620176070013", 2017-04-27 16:30:03.000, {12549}, {11778}, 0
405277945, "06000011020206070008", 2020-01-28 11:26:18.000, {355}, {11778}, 2016
405277946, "00000550920176070015", 2017-10-30 17:21:41.000, {1298}, {11778}, 0
405277948, "00000404020176070015", 2017-08-25 00:00:00.000, {12549}, {11778}, 0
405277949, "06000207420206070021", 2020-11-10 00:00:00.000, {241}, {11778}, 0
405277955, "00001405820176070091", 2017-09-10 15:27:46.000, {12553}, {11778}, 0
405277959, "06000502120206070018", 2020-08-06 02:51:28.000, {12550}, {11778}, 2018
405277960, "00000728720176070001", 2017-06-05 12:24:46.000, {12549}, {11778}, 0
405277961, "00000270420176070092", 2017-08-30 15:40:35.000, {12559}, {11778}, 0
405277966, "06000979320206070050", 2020-06-07 00:00:00.000, {12553}, {11778}, 0
405277967, "00001256820176070001", 2017-10-31 16:18:50.000, {12549}, {11778}, 0
405277968, "06000320320206070017", 2020-10-28 00:00:00.000, {241}, {11778}, 0
405277969, "00000312120166070013", 2017-08-24 00:00:00.000, {279}, {11778}, 0
405277970, "06000605820216070009", 2021-10-06 00:00:00.000, {12560}, {11778}, 0
405277971, "06001037420216070015", 2021-09-13 13:54:23.000, {355}, {11778}, 0
405277973, "00000917220176070008", 2017-10-26 00:00:00.000, {12549}, {11778}, 0
405277983, "00002147820186070091", 2018-09-27 12:52:08.000, {12553}, {11778}, 0
405277984, "00000391320176070999", 2017-03-21 22:18:31.000, {12559}, {11778}, 0
405277986, "06000079620206070014", 2020-01-23 21:09:18.000, {355}, {11778}, 0
405277992, "06000360620216070017", 2021-02-10 00:00:00.000, {12553}, {11778}, 0
405277995, "00000972420176070091", 2017-08-17 18:59:14.000, {12559}, {11778}, 0
405277996, "06000997620216070002", 2021-12-09 16:33:10.000, {355}, {11778}, 0
405277997, "00000114920196070005", 2019-02-08 11:55:22.000, {12549}, {11778}, 0
405278003, "00000984920176070013", 2017-08-29 16:40:36.000, {12549}, {11778}, 0
405278005, "00000410620186070010", 2018-12-17 15:07:07.000, {12562}, {11778}, 0
405278007, "06000105420206070013", 2020-05-28 00:00:00.000, {12560}, {11778}, 2020
405278008, "00000476120186070091", 2018-04-22 18:59:48.000, {12553}, {11778}, 0
405278013, "00000358120176070091", 2017-08-10 20:51:23.000, {12559}, {11778}, 0
405278016, "06001190720206070001", 2020-10-06 15:20:53.000, {261}, {11778}, 0
405278017, "00000731220176070021", 2017-12-13 17:23:55.000, {261}, {11778}, 0
405278019, "06000594620216070018", 2021-10-18 16:09:55.000, {355}, {11778}, 2018
405278020, "06000974620206070001", 2020-08-14 00:00:00.000, {279}, {11778}, 0
405278021, "00002833920176070999", 2017-07-28 17:52:20.000, {12559}, {11778}, 0
405278025, "00002305820176070999", 2017-07-12 18:14:00.000, {12559}, {11778}, 0
405278026, "00000255820186070008", 2018-03-22 00:00:00.000, {12549}, {11778}, 0
405278027, "00001039420186070091", 2018-05-23 19:33:36.000, {12553}, {11778}, 0
405278031, "00000781820176070091", 2017-08-16 17:40:56.000, {12559}, {11778}, 0
405278033, "00000198420196070018", 2019-03-18 14:57:15.000, {12553}, {11778}, 0
405278038, "00001189720176070091", 2017-08-21 20:14:57.000, {12559}, {11778}, 0
405278042, "00000671620186070006", 2018-11-06 18:37:57.000, {12549}, {11778}, 0
405278050, "00000548420176070092", 2017-10-18 17:43:03.000, {12559}, {11778}, 0
405278054, "00001131820176070013", 2017-11-08 14:36:36.000, {12549}, {11778}, 0
405278059, "00000459120186070091", 2018-04-22 18:54:54.000, {12553}, {11778}, 0
405278063, "00000314420176070091", 2017-08-10 20:45:09.000, {12559}, {11778}, 0
405278065, "00000184520176070091", 2017-08-09 18:35:09.000, {12559}, {11778}, 0
405278066, "06006323620216000000", 2021-12-09 14:20:03.000, {12552}, {11778}, 0
405278068, "00001483220176070092", 2017-12-28 17:14:00.000, {12559}, {11778}, 0
